time infected recovered
1,1,0
2,1,0
3,5,0
4,16,0
5,20,0
6,29,0
7,35,0
8,42,0
9,55,0
10,63,0
11,70,0
12,79,0
13,86,0
14,95,0
15,109,0
16,117,0
17,128,0
18,135,0
19,146,0
20,157,0
21,162,1
22,169,1
23,171,5
24,181,16
25,200,20
26,215,29
27,240,35
28,265,42
29,276,55
30,289,63
31,318,70
32,340,79
33,366,86
34,389,95
35,394,109
36,406,117
37,412,128
38,445,135
39,470,146
40,481,157
41,495,163
42,511,170
43,523,176
44,515,197
45,515,220
46,505,244
47,489,275
48,471,307
49,465,331
50,465,352
51,449,388
52,439,419
53,421,452
54,398,484
55,390,503
56,381,523
57,378,540
58,356,580
59,327,616
60,308,638
61,302,658
62,296,681
63,285,699
64,275,712
65,256,735
66,243,749
67,229,764
68,217,778
69,201,796
70,180,817
71,160,837
72,139,858
73,124,873
74,115,882
75,105,893
76,94,904
77,80,918
78,62,936
79,55,943
80,52,946
81,38,960
82,21,977
83,14,984
84,11,987
85,7,991
86,6,992
87,5,993
88,3,995
89,1,997
90,1,997
91,1,997
92,1,997
93,1,997
94,1,997
95,0,998
96,0,998
97,0,998
98,0,998
99,0,998
100,0,998
101,0,998
102,0,998
103,0,998
104,0,998
105,0,998
106,0,998
107,0,998
108,0,998
109,0,998
110,0,998
111,0,998
112,0,998
113,0,998
114,0,998
115,0,998
116,0,998
117,0,998
118,0,998
119,0,998
120,0,998
121,0,998
122,0,998
123,0,998
124,0,998
125,0,998
126,0,998
127,0,998
128,0,998
129,0,998
130,0,998
131,0,998
132,0,998
133,0,998
134,0,998
135,0,998
136,0,998
137,0,998
138,0,998
139,0,998
140,0,998
141,0,998
142,0,998
143,0,998
144,0,998
145,0,998
146,0,998
147,0,998
148,0,998
149,0,998
150,0,998
151,0,998
152,0,998
153,0,998
154,0,998
155,0,998
156,0,998
157,0,998
158,0,998
159,0,998
160,0,998
161,0,998
162,0,998
163,0,998
164,0,998
165,0,998
166,0,998
167,0,998
168,0,998
169,0,998
170,0,998
171,0,998
172,0,998
173,0,998
174,0,998
175,0,998
176,0,998
177,0,998
178,0,998
179,0,998
180,0,998
181,0,998
182,0,998
183,0,998
184,0,998
185,0,998
186,0,998
187,0,998
188,0,998
189,0,998
190,0,998
191,0,998
192,0,998
193,0,998
194,0,998
195,0,998
196,0,998
197,0,998
198,0,998
199,0,998
200,0,998
201,0,998
202,0,998
203,0,998
204,0,998
205,0,998
206,0,998
207,0,998
208,0,998
209,0,998
210,0,998
211,0,998
212,0,998
213,0,998
214,0,998
215,0,998
216,0,998
217,0,998
218,0,998
219,0,998
220,0,998
221,0,998
222,0,998
223,0,998
224,0,998
225,0,998
226,0,998
227,0,998
228,0,998
229,0,998
230,0,998
231,0,998
232,0,998
233,0,998
234,0,998
235,0,998
236,0,998
237,0,998
238,0,998
239,0,998
