time infected recovered
1,1,0
2,1,0
3,1,0
4,1,0
5,2,0
6,3,0
7,3,0
8,3,0
9,3,0
10,3,0
11,3,0
12,3,0
13,4,0
14,4,0
15,4,0
16,4,0
17,4,0
18,5,0
19,7,0
20,8,0
21,8,1
22,10,1
23,10,1
24,10,1
25,9,2
26,10,3
27,10,3
28,10,3
29,10,3
30,10,3
31,14,3
32,14,3
33,14,4
34,16,4
35,17,4
36,18,4
37,20,4
38,19,5
39,17,7
40,16,8
41,16,9
42,18,11
43,18,11
44,20,11
45,20,11
46,18,13
47,20,13
48,20,13
49,20,13
50,20,13
51,17,17
52,17,17
53,16,18
54,17,20
55,16,21
56,16,22
57,15,24
58,17,24
59,19,24
60,21,24
61,25,25
62,21,29
63,24,29
64,23,31
65,24,31
66,26,31
67,24,33
68,24,33
69,24,33
70,25,33
71,24,34
72,25,34
73,26,34
74,23,37
75,23,37
76,24,38
77,26,39
78,24,41
79,23,43
80,22,45
81,17,50
82,17,50
83,14,53
84,13,54
85,12,55
86,10,57
87,16,57
88,17,57
89,17,57
90,17,58
91,17,58
92,16,59
93,16,60
94,16,60
95,17,60
96,15,62
97,13,65
98,14,65
99,13,66
100,12,67
101,14,67
102,17,67
103,17,67
104,19,67
105,20,67
106,22,67
107,16,73
108,15,74
109,16,74
110,17,75
111,17,75
112,18,75
113,18,76
114,19,76
115,18,77
116,19,77
117,18,78
118,20,79
119,22,79
120,22,79
121,20,81
122,17,84
123,17,84
124,15,86
125,15,87
126,15,89
127,16,89
128,18,89
129,17,90
130,15,92
131,15,92
132,18,93
133,17,94
134,16,95
135,16,95
136,16,96
137,16,96
138,13,99
139,11,101
140,11,101
141,13,101
142,15,101
143,15,101
144,16,101
145,18,102
146,17,104
147,18,105
148,16,107
149,16,107
150,17,107
151,18,107
152,14,111
153,17,111
154,17,111
155,18,111
156,18,112
157,18,112
158,19,112
159,20,112
160,21,112
161,20,114
162,18,116
163,18,116
164,17,117
165,14,120
166,13,121
167,13,123
168,13,123
169,13,123
170,12,124
171,11,125
172,11,125
173,8,128
174,9,128
175,8,129
176,7,130
177,7,130
178,6,131
179,6,132
180,5,133
181,4,134
182,4,134
183,4,134
184,4,134
185,4,134
186,4,134
187,2,136
188,3,136
189,3,136
190,3,136
191,4,136
192,4,136
193,4,136
194,3,137
195,3,137
196,3,137
197,4,137
198,4,137
199,3,138
200,3,138
201,3,138
202,3,138
203,3,138
204,3,138
205,3,138
206,3,138
207,3,138
208,2,139
209,2,139
210,2,139
211,1,140
212,1,140
213,1,140
214,2,140
215,3,140
216,3,140
217,2,141
218,2,141
219,2,141
220,2,141
221,2,141
222,2,141
223,2,141
224,2,141
225,2,141
226,2,141
227,3,141
228,4,141
229,5,141
230,5,141
231,5,141
232,5,141
233,5,141
234,4,142
235,3,143
236,3,143
237,3,143
238,3,143
239,3,143
240,3,143
241,4,143
242,4,143
243,5,143
244,5,143
245,7,143
246,7,143
247,6,144
248,5,145
249,5,146
250,5,146
251,5,146
252,5,146
253,5,146
254,5,146
255,5,146
256,5,146
257,5,146
258,6,146
259,7,146
260,8,146
261,7,147
262,7,147
263,6,148
264,7,148
265,5,150
266,5,150
267,5,150
268,5,150
269,4,151
270,4,151
271,4,151
272,4,151
273,4,151
274,4,151
275,5,151
276,5,151
277,5,151
278,4,152
279,3,153
280,2,154
281,2,154
282,2,154
283,2,154
284,1,155
285,1,155
286,1,155
287,1,155
288,1,155
289,1,155
290,1,155
291,1,155
292,1,155
293,1,155
294,1,155
295,0,156
296,0,156
297,0,156
298,0,156
299,0,156
300,0,156
301,0,156
302,0,156
303,0,156
304,0,156
305,0,156
306,0,156
307,0,156
308,0,156
309,0,156
310,0,156
311,0,156
312,0,156
313,0,156
314,0,156
315,0,156
316,0,156
317,0,156
