time infected recovered
1,1,0
2,1,0
3,1,0
4,1,0
5,1,0
6,1,0
7,1,0
8,1,0
9,1,0
10,1,0
11,1,0
12,1,0
13,1,0
14,1,0
15,2,0
16,3,0
17,3,0
18,4,0
19,5,0
20,5,0
21,5,0
22,5,0
23,6,0
24,6,0
25,6,0
26,6,0
27,6,0
28,6,0
29,6,0
30,6,0
31,6,0
32,6,0
33,6,0
34,6,0
35,6,0
36,6,0
37,6,0
38,6,0
39,7,0
40,7,0
41,7,0
42,7,0
43,7,0
44,7,0
45,7,0
46,7,0
47,7,0
48,7,0
49,7,0
50,7,0
51,7,0
52,7,0
53,8,0
54,8,0
55,9,0
56,9,0
57,9,0
58,10,0
59,11,0
60,13,0
61,13,0
62,13,0
63,13,0
64,13,0
65,13,0
66,13,0
67,15,0
68,15,0
69,15,0
70,15,0
71,15,0
72,15,0
73,15,0
74,15,0
75,15,0
76,15,0
77,16,0
78,16,0
79,16,0
80,16,0
81,16,0
82,16,0
83,16,0
84,16,0
85,16,0
86,16,0
87,16,0
88,16,0
89,16,0
90,17,0
91,18,0
92,18,0
93,18,0
94,19,0
95,21,0
96,22,0
97,23,0
98,24,0
99,24,0
100,24,0
101,23,1
102,24,1
103,25,1
104,25,1
105,26,1
106,28,1
107,28,1
108,28,1
109,29,1
110,29,1
111,29,1
112,29,1
113,29,1
114,30,1
115,32,2
116,33,3
117,33,3
118,33,4
119,33,5
120,33,5
121,33,5
122,33,5
123,33,6
124,35,6
125,38,6
126,38,6
127,39,6
128,39,6
129,40,6
130,43,6
131,43,6
132,43,6
133,44,6
134,44,6
135,46,6
136,46,6
137,47,6
138,48,6
139,48,7
140,49,7
141,49,7
142,49,7
143,50,7
144,50,7
145,51,7
146,51,7
147,53,7
148,53,7
149,54,7
150,57,7
151,58,7
152,60,7
153,60,8
154,61,8
155,60,9
156,61,9
157,62,9
158,61,10
159,62,11
160,60,13
161,61,13
162,61,13
163,65,13
164,65,13
165,66,13
166,66,13
167,65,15
168,66,15
169,67,15
170,68,15
171,69,15
172,70,15
173,71,15
174,71,15
175,73,15
176,73,15
177,72,16
178,72,16
179,72,16
180,72,16
181,73,16
182,75,16
183,77,16
184,78,16
185,79,16
186,82,16
187,82,16
188,82,16
189,84,16
190,84,17
191,83,18
192,86,18
193,87,18
194,86,19
195,85,21
196,84,22
197,83,23
198,82,24
199,83,24
200,84,24
201,84,24
202,84,25
